timestamp,x,y,yaw
1668782167193550109,0.0,0.0,0.0
1668782167318645000,0.0,0.0,0.0
1668782167381077051,0.0,0.0,0.0
1668782167443537950,-0.053988028031980814,-0.002872351484933181,-0.00013370911072748675
1668782167506002902,-0.053901028888519394,-0.0029286641082993353,-0.00013606220672748675
1668782167568545103,-0.053953743261692735,-0.0029158810190546276,-0.00013725469472748676
1668782167631038904,-0.0639316293186124,-0.0011305970978540175,-7.783703854884396e-05
1668782167693521976,-0.06389688735435377,-0.0011478834503418373,-8.162852054884396e-05
1668782167756059885,-0.06394752453840825,-0.0011463406490345358,-7.991101854884397e-05
1668782167818511962,-0.06749662190893614,-0.001980850635844243,-0.0001556808100919462
1668782167881064891,-0.06747182763810677,-0.001978090193307333,-0.00015313254609194618
1668782167943468093,-0.06749627257119799,-0.0019934563245368186,-0.00015471141109194619
1668782168006328105,-0.06761679684373925,-0.002233169421343526,-0.00019785388109194618
1668782168068715095,-0.06841131244439408,-0.0018494868307843962,-0.00020301499083142491
1668782168131076097,-0.06837339282775895,-0.001841626116037646,-0.0002006998578314249
1668782168193428039,-0.06853769864850609,-0.001868150767899016,-0.00020540432648840506
1668782168256242990,-0.068556153549388,-0.0018758305633267526,-0.00020326799048840506
1668782168318573951,-0.06851733527624473,-0.0018779266171168982,-0.00020187279348840505
1668782168381100893,-0.06854942974174064,-0.0018732755017040472,-0.00020513439348840505
1668782168443639993,-0.06877565467032572,-0.0017348736902038134,-0.00020842784555140525
1668782168506084918,-0.06876421516329827,-0.001728252112919427,-0.00020993641155140524
1668782168568552017,-0.06880330471086522,-0.0016912247768466114,-0.00020732464055140523
1668782168631088018,-0.06890900949577494,-0.0016777358685075992,-0.00020899938250967494
1668782168693639993,-0.06887895058218953,-0.0016919704283910235,-0.00020939647680967495
1668782168756212949,-0.06885707344688316,-0.0016784965151635644,-0.00020896512380967494
1668782168818486928,-0.07032813244524273,0.06246873965530394,-0.00019533705210809452
1668782168881072044,-0.07034804683212556,0.06245900065854801,-0.00019717594510809452
1668782168943562030,-0.0703531697733347,0.06248828238033085,-0.00019880546210809452
1668782169006041049,-0.07040527058673797,0.06246536384513948,-0.00020266612610809454
1668782169068702936,-0.07105632129669924,0.09123615022526751,-0.0002119386770399561
1668782169131213903,-0.07107475072958658,0.09123729958173067,-0.0002083077460399561
1668782169193571090,-0.07133757821908665,0.10071894085700335,-0.0002049864874594848
1668782169256175041,-0.07135620224139538,0.10071842764596312,-0.0002091689214594848
1668782169318702936,-0.07132715584303687,0.10071477580384017,-0.0002110431004594848
1668782169381118059,-0.07132192426475399,0.10072277621608564,-0.0002117963510594848
1668782169443747043,-0.10843185008111678,0.10494433883601802,-0.0002081093917277271
1668782169506275892,-0.10837529385136639,0.10494644577776316,-0.0002111939867277271
1668782169568641901,-0.10835432747266975,0.10494618557668593,-0.00020654027072772709
1668782169631148099,-0.12467366324108221,0.1065589817163972,-0.00020876524214705281
1668782169694610118,-0.12465864154263259,0.10655867448309495,-0.00020785991764705282
1668782169756146907,-0.12466251567216015,0.1065540279171091,-0.0002076367525470528
1668782169818445920,-0.13261523597222255,0.10731696232725178,-0.0002089415697351703
1668782169881105899,-0.13259877267712636,0.10730601414091145,-0.00020895337185517028
1668782169943624973,-0.1325757333302317,0.1073016692216305,-0.00020858418015517026
1668782170006078004,-0.13257573333024592,0.10730166922165092,-0.00020858418015497706
1668782170068608045,-0.13683956300593078,0.10765229319173132,-0.00020373646225941043
1668782170131130933,-0.13688420247172534,0.1076638766151891,-0.00020032210925941042
1668782170193428039,-0.1385679464134834,0.10779227271766413,-0.00020334060293245287
1668782170256113052,-0.13856246147635487,0.10780037310310399,-0.00020039555693245287
1668782170318552970,-0.13855250224336593,0.10780899035099298,-0.00019829756093245286
1668782170381127119,-0.13851720029184808,0.10781201176526516,-0.00019944117493245287
1668782170443525075,-0.13963266737776925,0.10784011397902896,-0.00020144905501850337
1668782170506067037,-0.13962984654681407,0.10782082651005857,-0.00020138097808850336
1668782170568587064,-0.13964127862056144,0.10782194537084865,-0.00020036779608850337
1668782170631752014,-0.14008118261403313,0.10786615940696624,-0.0002015424169871125
1668782170693681955,-0.14006077536161843,0.10788050326919421,-0.0002009648031871125
1668782170756418943,-0.14005617799218872,0.10786595688847905,-0.0002050448941871125
1668782170818572044,-0.14033580785105418,0.10788982796936418,-0.0002038449137865007
1668782170881181001,-0.140338806953361,0.10788703963977633,-0.0002025834247865007
1668782170943634986,-0.1403099573821208,0.10789654943551497,-0.0001984928437865007
1668782171005959987,-0.14047326551424713,0.107901724906666,-0.00020141137134691172
1668782171068742990,-0.1405109298515265,0.10787863441716057,-0.00020220143194691172
1668782171131402969,-0.14049534405151262,0.10788454462041513,-0.00019648962094691172
1668782171193650007,-0.140577025139555,0.10792450537830023,-0.00019087041339859364
1668782171256208896,-0.14058057661395096,0.10793142278287217,-0.00019160284869859363
1668782171318722009,-0.14060422511271012,0.10790875908230814,-0.00020155433169859364
1668782171381144046,-0.14063456264985713,0.10792473692315532,-0.00020252981279859363
1668782171443725109,-0.1406186329488149,0.10793473597447605,-0.00020012037914150026
1668782171506144046,-0.14064313282838828,0.10791930674056108,-0.00020076919864150025
1668782171568625926,-0.14058813513779517,0.10792105985607507,-0.00020072896657150025
1668782171631297111,-0.17224459075057447,0.10711304389387714,-0.00019652666200605298
1668782171693747997,-0.17228545700831283,0.10711782711880256,-0.00019240740100605298
1668782171756174087,-0.1722816643967955,0.10712460483740475,-0.000188857038006053
1668782171818747997,-0.18896401122398546,0.10670959859151546,-0.00018918408265603383
1668782171881337881,-0.18897683258043843,0.10671761457490164,-0.00018835884915603383
1668782171943675041,-0.18897337864437597,0.10671875904607797,-0.00018774980645603384
1668782172006185054,-0.1889733786443804,0.1067187590460833,-0.00018774980645570684
1668782172131274938,-0.1987769666544966,0.10649151928044248,-0.00018857186498965334
1668782172193531036,-0.20277480696862524,0.10640262564823932,-0.00018897386289861543
1668782172256160020,-0.20275354033671983,0.10640279074307958,-0.00019031543389861543
1668782172318799972,-0.2027783797546173,0.10640554607992113,-0.00018905763689861543
1668782172443675994,-0.20667991975255234,0.15404228762035352,-0.00021590037803967966
1668782172506114959,-0.2067024308427216,0.1540365516888913,-0.00021670196643967966
1668782172568597078,-0.20670297988754058,0.1540374895303703,-0.00021525716943967966
1668782172631078004,-0.20906864978364167,0.18190561465484847,-0.00024231972777137304
1668782172756180047,-0.20907308292994775,0.18189791315221937,-0.00024361819877137303
1668782172818643093,-0.21033539724341124,0.19605903358592608,-0.00026559729244594887
1668782172881267070,-0.21034225597329878,0.19609032772859206,-0.0002626659584459489
1668782173006423950,-0.21032651379360237,0.19610012289201825,-0.00025055077844594886
1668782173068588972,-0.2110383025939409,0.20424100262031644,-0.00026229162307050876
1668782173131244897,-0.2110441137223496,0.20424396832049693,-0.00026489667207050876
1668782173256170988,-0.2115109887691089,0.20951938034106254,-0.00026219120113660737
1668782173318559885,-0.21146766963651073,0.20952911706531047,-0.0002585950281366074
1668782173381175994,-0.21147801283566117,0.20951941130961454,-0.00026606798613660736
1668782173506252050,-0.21179951847996686,0.2128050072146223,-0.0002647504457608965
1668782173568872928,-0.21179930971951927,0.21280643572773114,-0.0002616581457608965
1668782173631568908,-0.2119643337527181,0.2145848663425643,-0.0002576074896425912
1668782173756287097,-0.2119089419648637,0.21458390467485655,-0.00025909373564259123
1668782173818749904,-0.21206241253008548,0.21563218926840672,-0.0002533445972230369
1668782173881202936,-0.21206570012331416,0.21562954007060312,-0.0002544854392230369
1668782174006644964,-0.21213600264476962,0.2162989664559342,-0.00025186571412926027
1668782174068662881,-0.21213526228154597,0.21631369144864349,-0.00024907471112926025
1668782174131175994,-0.21213506508677704,0.2163009107947809,-0.00024762604912926026
1668782174193531036,-0.2121594826920185,0.2168222291567484,-0.00025156437204329365
1668782174318773984,-0.21217668155894923,0.21682050494561686,-0.00025430884404329366
1668782174381344079,-0.21218170236491518,0.21682822080854267,-0.00025467340344329366
1668782174443697929,-0.2399505895799365,0.21641042941404204,-0.0002480455519481892
1668782174568825006,-0.23996900738636795,0.21640808407535694,-0.0002491464299481892
1668782174631382942,-0.25470760732506376,0.21618184091945947,-0.0002467217791934259
1668782174693629980,-0.2547075109095582,0.21617861323001356,-0.0002449658731934259
1668782174818785905,-0.2645132815280088,0.2544455219693758,-0.00026700217858894026
1668782174881375074,-0.26448631270978884,0.2544549293437238,-0.00026943541958894025
1668782175008191108,-0.2693271749399567,0.2791264194971416,-0.00016358851724295598
1668782175068789005,-0.26701138261430557,0.27928437692288727,-8.179455724295599e-05
1668782175131177902,-0.2635704821693104,0.27935614617471843,-5.8054957242955986e-05
1668782175193528890,-0.26492201695280854,0.29642328938373197,0.002004526379437059
1668782175318666934,-0.26386412052090674,0.29620947225084043,0.001796930779437059
1668782175381196022,-0.25467896267165835,0.29603313183496255,0.001682196279437059
1668782175506114959,-0.2428290980741728,0.30784686965139774,0.004947806918438153
1668782175568794012,-0.2302822525602964,0.307957264754533,0.0046545873184381525
1668782175631257057,-0.2107601322875253,0.31518378758235777,0.0100481609103027
1668782175756184101,-0.1740724590196157,0.3165377639894936,0.0090747834103027
1668782175818778991,-0.16385619125479167,0.32182827884289583,0.014493705340734134
1668782175881381034,-0.13719870591263653,0.323052847266665,0.013642031540734135
1668782176006848096,-0.07348634507045095,0.326996457518823,0.011386388540734135
1668782176068761110,-0.058855341934385186,0.3689918186640898,0.07576270409018462
1668782176131237030,-0.01844893924784302,0.37078486163973734,0.07419527309018463
1668782176256748914,0.05218337782504132,0.408873820816018,0.1343093023180397
1668782176318702936,0.10219499331893564,0.4126103676556428,0.1322554933180397
1668782176381328105,0.1547302619324943,0.41666393583496814,0.1302592483180397
1668782176506136894,0.2324267243548151,0.5033313975780083,0.26211019456061835
1668782176568789005,0.29365151236877574,0.5059268830454937,0.25900950656061833
1668782176631216049,0.32475257360468757,0.5380256445295423,0.3047463931760944
1668782176756452083,0.4602717177371416,0.5406539228126099,0.2997997771760944
1668782176818634033,0.5119223008806814,0.6134934337427459,0.39154312545872544
1668782176881232023,0.5872779657978986,0.6160112908883655,0.38825137245872543
1668782177006795883,0.7484626673741558,0.6229852292624339,0.38078247445872543
